state_county,incidentType,size
Indiana Fayette County,Severe Ice Storm,1
Indiana Fayette County,Severe Storm(s),5
Indiana Fayette County,Snow,3
Indiana Floyd County,Biological,2
Indiana Floyd County,Flood,6
Indiana Floyd County,Hurricane,1
Indiana Floyd County,Severe Storm(s),8
Indiana Floyd County,Snow,1
Indiana Floyd County,Tornado,1
Indiana Fountain County,Biological,2
Indiana Fountain County,Flood,4
Indiana Fountain County,Hurricane,1
Indiana Fountain County,Severe Storm(s),5
Indiana Fountain County,Snow,2
Indiana Franklin County,Biological,2
Indiana Franklin County,Flood,6
Indiana Franklin County,Hurricane,1
Indiana Franklin County,Severe Storm(s),12
Indiana Franklin County,Snow,2
Indiana Franklin County,Tornado,1
Indiana Fulton County,Biological,2
Indiana Fulton County,Flood,5
Indiana Fulton County,Hurricane,1
Indiana Fulton County,Severe Storm(s),7
Indiana Fulton County,Snow,4
Indiana Fulton County,Tornado,1
Indiana Gibson County,Biological,2
Indiana Gibson County,Flood,8
Indiana Gibson County,Hurricane,1
Indiana Gibson County,Severe Storm(s),13
Indiana Gibson County,Snow,1
Indiana Grant County,Biological,2
Indiana Grant County,Flood,4
Indiana Grant County,Hurricane,1
Indiana Grant County,Severe Ice Storm,1
Indiana Grant County,Severe Storm(s),8
Indiana Grant County,Snow,4
Indiana Grant County,Tornado,2
Indiana Greene County,Biological,2
Indiana Greene County,Flood,6
Indiana Greene County,Hurricane,1
Indiana Greene County,Severe Storm(s),11
Indiana Greene County,Snow,1
Indiana Hamilton County,Biological,2
Indiana Hamilton County,Flood,5
Indiana Hamilton County,Hurricane,1
Indiana Hamilton County,Severe Ice Storm,1
Indiana Hamilton County,Severe Storm(s),9
Indiana Hamilton County,Snow,3
Indiana Hamilton County,Tornado,1
Indiana Hancock County,Biological,2
Indiana Hancock County,Flood,5
Indiana Hancock County,Hurricane,1
Indiana Hancock County,Severe Ice Storm,1
Indiana Hancock County,Severe Storm(s),7
Indiana Hancock County,Snow,3
Indiana Hancock County,Tornado,1
Indiana Harrison County,Biological,2
Indiana Harrison County,Flood,7
Indiana Harrison County,Hurricane,1
Indiana Harrison County,Severe Storm(s),10
Indiana Harrison County,Snow,2
Indiana Harrison County,Tornado,1
Indiana Hendricks County,Biological,2
Indiana Hendricks County,Flood,4
Indiana Hendricks County,Hurricane,1
Indiana Hendricks County,Severe Storm(s),7
Indiana Hendricks County,Snow,2
Indiana Henry County,Biological,2
Indiana Henry County,Flood,5
Indiana Henry County,Hurricane,1
Indiana Henry County,Severe Ice Storm,1
Indiana Henry County,Severe Storm(s),7
Indiana Henry County,Snow,4
Indiana Henry County,Tornado,1
Indiana Howard County,Biological,2
Indiana Howard County,Flood,4
Indiana Howard County,Hurricane,1
Indiana Howard County,Severe Ice Storm,1
Indiana Howard County,Severe Storm(s),5
Indiana Howard County,Snow,3
Indiana Howard County,Tornado,1
Indiana Huntington County,Biological,2
Indiana Huntington County,Flood,4
Indiana Huntington County,Hurricane,1
Indiana Huntington County,Severe Storm(s),7
Indiana Huntington County,Snow,3
Indiana Huntington County,Tornado,1
Indiana Jackson County,Biological,2
Indiana Jackson County,Flood,6
Indiana Jackson County,Hurricane,1
Indiana Jackson County,Severe Storm(s),9
Indiana Jackson County,Snow,1
Indiana Jackson County,Tornado,1
Indiana Jasper County,Biological,2
Indiana Jasper County,Flood,5
Indiana Jasper County,Hurricane,1
Indiana Jasper County,Severe Ice Storm,1
Indiana Jasper County,Severe Storm(s),9
Indiana Jasper County,Snow,3
Indiana Jay County,Biological,2
Indiana Jay County,Flood,5
Indiana Jay County,Hurricane,1
Indiana Jay County,Severe Storm(s),6
Indiana Jay County,Snow,4
Indiana Jefferson County,Biological,2
Indiana Jefferson County,Flood,8
Indiana Jefferson County,Hurricane,1
Indiana Jefferson County,Severe Storm(s),13
Indiana Jefferson County,Snow,1
Indiana Jefferson County,Tornado,1
Indiana Jennings County,Biological,2
Indiana Jennings County,Flood,6
Indiana Jennings County,Hurricane,1
Indiana Jennings County,Severe Storm(s),8
Indiana Jennings County,Snow,2
Indiana Jennings County,Tornado,1
Indiana Johnson County,Biological,2
Indiana Johnson County,Flood,5
Indiana Johnson County,Hurricane,1
Indiana Johnson County,Severe Storm(s),8
Indiana Johnson County,Snow,2
Indiana Knox County,Biological,2
Indiana Knox County,Flood,6
Indiana Knox County,Hurricane,1
Indiana Knox County,Severe Storm(s),10
Indiana Knox County,Snow,1
Indiana Kosciusko County,Biological,2
Indiana Kosciusko County,Flood,5
Indiana Kosciusko County,Hurricane,1
Indiana Kosciusko County,Severe Storm(s),7
Indiana Kosciusko County,Snow,4
Indiana Kosciusko County,Tornado,1
Indiana LaGrange County,Biological,2
Indiana LaGrange County,Flood,3
Indiana LaGrange County,Hurricane,1
Indiana LaGrange County,Severe Storm(s),2
Indiana LaGrange County,Snow,5
Indiana LaGrange County,Tornado,2
Indiana LaPorte County,Biological,2
Indiana LaPorte County,Flood,6
Indiana LaPorte County,Hurricane,1
Indiana LaPorte County,Severe Storm(s),7
Indiana LaPorte County,Snow,3
Indiana LaPorte County,Tornado,1
Indiana Lake County,Biological,2
Indiana Lake County,Flood,6
Indiana Lake County,Hurricane,1
Indiana Lake County,Severe Storm(s),11
Indiana Lake County,Snow,4
Indiana Lawrence County,Biological,2
Indiana Lawrence County,Flood,6
Indiana Lawrence County,Hurricane,1
Indiana Lawrence County,Severe Storm(s),12
Indiana Lawrence County,Snow,1
Indiana Lawrence County,Tornado,1
Indiana Madison County,Biological,2
Indiana Madison County,Flood,5
Indiana Madison County,Hurricane,1
Indiana Madison County,Severe Ice Storm,1
Indiana Madison County,Severe Storm(s),10
Indiana Madison County,Snow,4
Indiana Marion County,Biological,2
Indiana Marion County,Flood,5
Indiana Marion County,Hurricane,1
Indiana Marion County,Severe Storm(s),10
Indiana Marion County,Snow,3
Indiana Marshall County,Biological,2
Indiana Marshall County,Flood,6
Indiana Marshall County,Hurricane,1
Indiana Marshall County,Severe Storm(s),4
Indiana Marshall County,Snow,3
Indiana Marshall County,Tornado,2
Indiana Martin County,Biological,2
Indiana Martin County,Flood,5
Indiana Martin County,Hurricane,1
Indiana Martin County,Severe Storm(s),9
Indiana Martin County,Snow,1
Indiana Miami County,Biological,2
Indiana Miami County,Flood,4
Indiana Miami County,Hurricane,1
Indiana Miami County,Severe Ice Storm,1
Indiana Miami County,Severe Storm(s),6
Indiana Miami County,Snow,3
Indiana Monroe County,Biological,2
Indiana Monroe County,Flood,5
Indiana Monroe County,Hurricane,1
Indiana Monroe County,Severe Storm(s),8
Indiana Monroe County,Snow,2
Indiana Montgomery County,Biological,2
Indiana Montgomery County,Flood,5
Indiana Montgomery County,Hurricane,1
Indiana Montgomery County,Severe Ice Storm,1
Indiana Montgomery County,Severe Storm(s),11
Indiana Montgomery County,Snow,2
Indiana Montgomery County,Tornado,1
Indiana Morgan County,Biological,2
Indiana Morgan County,Flood,5
Indiana Morgan County,Hurricane,1
Indiana Morgan County,Severe Storm(s),9
Indiana Morgan County,Snow,2
Indiana Newton County,Biological,2
Indiana Newton County,Flood,5
Indiana Newton County,Hurricane,1
Indiana Newton County,Severe Ice Storm,1
Indiana Newton County,Severe Storm(s),8
Indiana Newton County,Snow,4
Indiana Noble County,Biological,2
Indiana Noble County,Flood,4
Indiana Noble County,Hurricane,1
Indiana Noble County,Severe Storm(s),8
Indiana Noble County,Snow,3
Indiana Noble County,Tornado,1
Indiana Ohio County,Biological,2
Indiana Ohio County,Flood,6
Indiana Ohio County,Hurricane,1
Indiana Ohio County,Severe Storm(s),11
Indiana Ohio County,Snow,1
Indiana Ohio County,Tornado,1
Indiana Orange County,Biological,2
Indiana Orange County,Flood,5
Indiana Orange County,Hurricane,1
Indiana Orange County,Severe Storm(s),11
Indiana Orange County,Snow,1
Indiana Owen County,Biological,2
Indiana Owen County,Flood,5
Indiana Owen County,Hurricane,1
Indiana Owen County,Severe Storm(s),11
Indiana Owen County,Snow,1
Indiana Parke County,Biological,2
Indiana Parke County,Flood,5
Indiana Parke County,Hurricane,1
Indiana Parke County,Severe Storm(s),10
Indiana Parke County,Snow,3
Indiana Perry County,Biological,2
Indiana Perry County,Flood,7
Indiana Perry County,Hurricane,1
Indiana Perry County,Severe Storm(s),11
Indiana Perry County,Snow,2
Indiana Perry County,Tornado,1
Indiana Pike County,Biological,2
Indiana Pike County,Flood,6
Indiana Pike County,Hurricane,1
Indiana Pike County,Severe Storm(s),12
Indiana Pike County,Snow,2
Indiana Porter County,Biological,2
Indiana Porter County,Flood,5
Indiana Porter County,Hurricane,1
Indiana Porter County,Severe Storm(s),6
Indiana Porter County,Snow,3
Indiana Posey County,Biological,2
Indiana Posey County,Flood,6
Indiana Posey County,Hurricane,1
Indiana Posey County,Severe Storm(s),11
Indiana Posey County,Snow,2
Indiana Pulaski County,Biological,2
Indiana Pulaski County,Flood,5
Indiana Pulaski County,Hurricane,1
Indiana Pulaski County,Severe Storm(s),6
Indiana Pulaski County,Snow,4
Indiana Pulaski County,Tornado,1
Indiana Putnam County,Biological,2
Indiana Putnam County,Flood,4
Indiana Putnam County,Hurricane,1
Indiana Putnam County,Severe Storm(s),13
Indiana Putnam County,Snow,2
Indiana Randolph County,Biological,2
Indiana Randolph County,Flood,5
Indiana Randolph County,Hurricane,1
Indiana Randolph County,Severe Ice Storm,1
Indiana Randolph County,Severe Storm(s),6
Indiana Randolph County,Snow,4
Indiana Randolph County,Tornado,2
Indiana Ripley County,Biological,2
Indiana Ripley County,Flood,4
Indiana Ripley County,Hurricane,1
Indiana Ripley County,Severe Storm(s),10
Indiana Ripley County,Snow,2
Indiana Rush County,Biological,2
Indiana Rush County,Flood,5
Indiana Rush County,Hurricane,1
Indiana Rush County,Severe Storm(s),6
Indiana Rush County,Snow,3
Indiana Rush County,Tornado,1
Indiana Scott County,Biological,2
Indiana Scott County,Flood,6
Indiana Scott County,Hurricane,1
Indiana Scott County,Severe Storm(s),9
Indiana Scott County,Snow,1
Indiana Scott County,Tornado,1
Indiana Shelby County,Biological,2
Indiana Shelby County,Flood,5
Indiana Shelby County,Hurricane,1
Indiana Shelby County,Severe Storm(s),6
Indiana Shelby County,Snow,2
Indiana Shelby County,Tornado,1
Indiana Spencer County,Biological,2
Indiana Spencer County,Flood,7
Indiana Spencer County,Hurricane,1
Indiana Spencer County,Severe Storm(s),7
Indiana Spencer County,Snow,1
Indiana St. Joseph County,Biological,2
Indiana St. Joseph County,Flood,5
Indiana St. Joseph County,Hurricane,1
Indiana St. Joseph County,Severe Storm(s),6
Indiana St. Joseph County,Snow,4
Indiana St. Joseph County,Tornado,1
Indiana Starke County,Biological,2
Indiana Starke County,Flood,6
Indiana Starke County,Hurricane,1
Indiana Starke County,Severe Storm(s),5
Indiana Starke County,Snow,4
Indiana Starke County,Tornado,1
Indiana Steuben County,Biological,2
Indiana Steuben County,Flood,4
Indiana Steuben County,Hurricane,1
Indiana Steuben County,Severe Storm(s),2
Indiana Steuben County,Snow,4
Indiana Steuben County,Tornado,2
Indiana Sullivan County,Biological,2
Indiana Sullivan County,Flood,6
Indiana Sullivan County,Hurricane,1
Indiana Sullivan County,Severe Storm(s),10
Indiana Sullivan County,Snow,2
Indiana Switzerland County,Biological,2
Indiana Switzerland County,Flood,7
Indiana Switzerland County,Hurricane,1
Indiana Switzerland County,Severe Storm(s),11
Indiana Switzerland County,Snow,2
Indiana Switzerland County,Tornado,1
Indiana Tippecanoe County,Biological,2
Indiana Tippecanoe County,Flood,4
Indiana Tippecanoe County,Hurricane,1
Indiana Tippecanoe County,Severe Ice Storm,1
Indiana Tippecanoe County,Severe Storm(s),6
Indiana Tippecanoe County,Snow,2
Indiana Tippecanoe County,Tornado,1
Indiana Tipton County,Biological,2
Indiana Tipton County,Flood,5
Indiana Tipton County,Hurricane,1
Indiana Tipton County,Severe Ice Storm,1
Indiana Tipton County,Severe Storm(s),6
Indiana Tipton County,Snow,3
Indiana Union County,Biological,2
Indiana Union County,Flood,4
Indiana Union County,Hurricane,1
Indiana Union County,Severe Ice Storm,1
Indiana Union County,Severe Storm(s),9
Indiana Union County,Snow,1
Indiana Vanderburgh County,Biological,2
Indiana Vanderburgh County,Flood,5
Indiana Vanderburgh County,Hurricane,1
Indiana Vanderburgh County,Severe Storm(s),12
Indiana Vanderburgh County,Snow,1
Indiana Vanderburgh County,Tornado,1
Indiana Vermillion County,Biological,2
Indiana Vermillion County,Flood,6
Indiana Vermillion County,Hurricane,1
Indiana Vermillion County,Severe Storm(s),8
Indiana Vermillion County,Snow,2
Indiana Vigo County,Biological,2
Indiana Vigo County,Flood,6
Indiana Vigo County,Hurricane,1
Indiana Vigo County,Severe Storm(s),8
Indiana Vigo County,Snow,2
Indiana Wabash County,Biological,2
Indiana Wabash County,Flood,4
Indiana Wabash County,Hurricane,1
Indiana Wabash County,Severe Storm(s),6
Indiana Wabash County,Snow,3
Indiana Warren County,Biological,2
Indiana Warren County,Flood,5
Indiana Warren County,Hurricane,1
Indiana Warren County,Severe Ice Storm,1
Indiana Warren County,Severe Storm(s),6
Indiana Warren County,Snow,3
Indiana Warren County,Tornado,1
Indiana Warrick County,Biological,2
Indiana Warrick County,Flood,6
Indiana Warrick County,Hurricane,1
Indiana Warrick County,Severe Storm(s),11
Indiana Warrick County,Snow,1
Indiana Warrick County,Tornado,1
Indiana Washington County,Biological,2
Indiana Washington County,Flood,5
Indiana Washington County,Hurricane,1
Indiana Washington County,Severe Storm(s),11
Indiana Washington County,Snow,1
Indiana Washington County,Tornado,1
Indiana Wayne County,Biological,2
Indiana Wayne County,Flood,4
Indiana Wayne County,Hurricane,1
Indiana Wayne County,Severe Ice Storm,1
Indiana Wayne County,Severe Storm(s),7
Indiana Wayne County,Snow,2
Indiana Wells County,Biological,2
Indiana Wells County,Flood,4
Indiana Wells County,Hurricane,1
Indiana Wells County,Severe Ice Storm,1
Indiana Wells County,Severe Storm(s),4
Indiana Wells County,Snow,4
Indiana Wells County,Tornado,2
Indiana White County,Biological,2
Indiana White County,Flood,4
Indiana White County,Hurricane,1
Indiana White County,Severe Ice Storm,1
Indiana White County,Severe Storm(s),7
Indiana White County,Snow,3
Indiana White County,Tornado,1
Indiana Whitley County,Biological,2
Indiana Whitley County,Flood,3
Indiana Whitley County,Hurricane,1
Indiana Whitley County,Severe Storm(s),8
Indiana Whitley County,Snow,4
Iowa Adair County,Biological,2
Iowa Adair County,Flood,9
Iowa Adair County,Hurricane,1
Iowa Adair County,Severe Ice Storm,2
Iowa Adair County,Severe Storm(s),6
Iowa Adair County,Snow,1
Iowa Adams County,Biological,2
Iowa Adams County,Flood,10
Iowa Adams County,Hurricane,1
Iowa Adams County,Severe Ice Storm,2
Iowa Adams County,Severe Storm(s),6
Iowa Allamakee County,Biological,2
Iowa Allamakee County,Flood,16
Iowa Allamakee County,Hurricane,1
Iowa Allamakee County,Severe Storm(s),7
Iowa Appanoose County,Biological,2
Iowa Appanoose County,Flood,10
Iowa Appanoose County,Hurricane,1
Iowa Appanoose County,Severe Ice Storm,1
Iowa Appanoose County,Severe Storm(s),7
Iowa Audubon County,Biological,2
Iowa Audubon County,Flood,12
Iowa Audubon County,Hurricane,1
Iowa Audubon County,Severe Ice Storm,1
Iowa Audubon County,Severe Storm(s),10
Iowa Audubon County,Snow,1
Iowa Benton County,Biological,2
Iowa Benton County,Flood,13
Iowa Benton County,Hurricane,1
Iowa Benton County,Severe Storm(s),7
Iowa Black Hawk County,Biological,2
Iowa Black Hawk County,Flood,14
Iowa Black Hawk County,Hurricane,1
Iowa Black Hawk County,Severe Storm(s),8
Iowa Boone County,Biological,2
Iowa Boone County,Flood,10
Iowa Boone County,Hurricane,1
Iowa Boone County,Severe Ice Storm,1
Iowa Boone County,Severe Storm(s),8
Iowa Bremer County,Biological,2
Iowa Bremer County,Flood,13
Iowa Bremer County,Hurricane,1
Iowa Bremer County,Severe Storm(s),6
Iowa Buchanan County,Biological,2
Iowa Buchanan County,Flood,16
Iowa Buchanan County,Hurricane,1
Iowa Buchanan County,Severe Storm(s),11
Iowa Buena Vista County,Biological,2
Iowa Buena Vista County,Flood,12
Iowa Buena Vista County,Hurricane,1
Iowa Buena Vista County,Severe Ice Storm,1
Iowa Buena Vista County,Severe Storm(s),8
Iowa Buena Vista County,Snow,1
Iowa Butler County,Biological,2
Iowa Butler County,Flood,16
Iowa Butler County,Hurricane,1
Iowa Butler County,Severe Storm(s),10
Iowa Calhoun County,Biological,2
Iowa Calhoun County,Flood,9
Iowa Calhoun County,Hurricane,1
Iowa Calhoun County,Severe Ice Storm,1
Iowa Calhoun County,Severe Storm(s),8
Iowa Calhoun County,Tornado,1
Iowa Carroll County,Biological,2
Iowa Carroll County,Flood,12
Iowa Carroll County,Hurricane,1
Iowa Carroll County,Severe Ice Storm,1
Iowa Carroll County,Severe Storm(s),4
Iowa Carroll County,Snow,1
Iowa Cass County,Biological,2
Iowa Cass County,Flood,12
Iowa Cass County,Hurricane,1
Iowa Cass County,Severe Ice Storm,1
Iowa Cass County,Severe Storm(s),6
Iowa Cass County,Snow,2
Iowa Cedar County,Biological,2
Iowa Cedar County,Flood,12
Iowa Cedar County,Hurricane,1
Iowa Cedar County,Severe Ice Storm,1
Iowa Cedar County,Severe Storm(s),6
Iowa Cerro Gordo County,Biological,2
Iowa Cerro Gordo County,Flood,11
Iowa Cerro Gordo County,Hurricane,1
Iowa Cerro Gordo County,Severe Ice Storm,1
Iowa Cerro Gordo County,Severe Storm(s),4
Iowa Cerro Gordo County,Tornado,1
Iowa Cherokee County,Biological,2
Iowa Cherokee County,Flood,11
Iowa Cherokee County,Hurricane,1
Iowa Cherokee County,Severe Ice Storm,1
Iowa Cherokee County,Severe Storm(s),10
Iowa Cherokee County,Snow,1
Iowa Chickasaw County,Biological,2
Iowa Chickasaw County,Flood,13
Iowa Chickasaw County,Hurricane,1
Iowa Chickasaw County,Severe Storm(s),8
Iowa Clarke County,Biological,2
Iowa Clarke County,Flood,11
Iowa Clarke County,Hurricane,1
Iowa Clarke County,Severe Ice Storm,1
Iowa Clarke County,Severe Storm(s),4
Iowa Clarke County,Snow,1
Iowa Clay County,Biological,2
Iowa Clay County,Flood,12
Iowa Clay County,Hurricane,1
Iowa Clay County,Severe Ice Storm,1
Iowa Clay County,Severe Storm(s),7
Iowa Clay County,Snow,1
Iowa Clayton County,Biological,2
Iowa Clayton County,Flood,18
Iowa Clayton County,Hurricane,1
Iowa Clayton County,Severe Storm(s),10
Iowa Clinton County,Biological,2
Iowa Clinton County,Flood,17
Iowa Clinton County,Hurricane,1
Iowa Clinton County,Severe Ice Storm,1
Iowa Clinton County,Severe Storm(s),6
Iowa Crawford County,Biological,2
Iowa Crawford County,Flood,13
Iowa Crawford County,Hurricane,1
Iowa Crawford County,Severe Storm(s),9
Iowa Crawford County,Snow,1
Iowa Dallas County,Biological,2
Iowa Dallas County,Flood,11
Iowa Dallas County,Hurricane,1
Iowa Dallas County,Severe Ice Storm,1
Iowa Dallas County,Severe Storm(s),8
Iowa Dallas County,Tornado,1
Iowa Davis County,Biological,2
Iowa Davis County,Flood,11
Iowa Davis County,Hurricane,1
Iowa Davis County,Severe Ice Storm,1
Iowa Davis County,Severe Storm(s),7
Iowa Decatur County,Biological,2
Iowa Decatur County,Flood,11
Iowa Decatur County,Hurricane,1
Iowa Decatur County,Severe Ice Storm,1
Iowa Decatur County,Severe Storm(s),4
Iowa Delaware County,Biological,2
Iowa Delaware County,Flood,13
Iowa Delaware County,Hurricane,1
Iowa Delaware County,Severe Storm(s),7
Iowa Des Moines County,Biological,2
Iowa Des Moines County,Flood,17
Iowa Des Moines County,Hurricane,1
Iowa Des Moines County,Severe Storm(s),9
Iowa Des Moines County,Tornado,1
Iowa Dickinson County,Biological,2
Iowa Dickinson County,Flood,12
Iowa Dickinson County,Hurricane,1
Iowa Dickinson County,Severe Ice Storm,1
Iowa Dickinson County,Severe Storm(s),5
Iowa Dickinson County,Snow,1
Iowa Dubuque County,Biological,2
Iowa Dubuque County,Flood,14
Iowa Dubuque County,Hurricane,1
Iowa Dubuque County,Severe Storm(s),7
Iowa Emmet County,Biological,2
Iowa Emmet County,Flood,13
Iowa Emmet County,Hurricane,1
Iowa Emmet County,Severe Ice Storm,1
Iowa Emmet County,Severe Storm(s),5
Iowa Emmet County,Snow,1
Iowa Fayette County,Biological,2
Iowa Fayette County,Flood,15
Iowa Fayette County,Hurricane,1
Iowa Fayette County,Severe Storm(s),8
Iowa Fayette County,Tornado,1
Iowa Floyd County,Biological,2
Iowa Floyd County,Flood,13
Iowa Floyd County,Hurricane,1
Iowa Floyd County,Severe Storm(s),7
Iowa Floyd County,Tornado,1
Iowa Franklin County,Biological,2
Iowa Franklin County,Flood,15
Iowa Franklin County,Hurricane,1
Iowa Franklin County,Severe Ice Storm,1
Iowa Franklin County,Severe Storm(s),7
Iowa Fremont County,Biological,2
Iowa Fremont County,Flood,14
Iowa Fremont County,Hurricane,1
Iowa Fremont County,Severe Ice Storm,2
Iowa Fremont County,Severe Storm(s),5
Iowa Greene County,Biological,2
Iowa Greene County,Flood,12
Iowa Greene County,Hurricane,1
Iowa Greene County,Severe Ice Storm,1
Iowa Greene County,Severe Storm(s),7
Iowa Greene County,Snow,1
Iowa Grundy County,Biological,2
Iowa Grundy County,Flood,9
Iowa Grundy County,Hurricane,1
Iowa Grundy County,Severe Storm(s),8
Iowa Guthrie County,Biological,2
Iowa Guthrie County,Flood,9
Iowa Guthrie County,Hurricane,1
Iowa Guthrie County,Severe Ice Storm,1
Iowa Guthrie County,Severe Storm(s),8
Iowa Guthrie County,Snow,1
Iowa Hamilton County,Biological,2
Iowa Hamilton County,Flood,12
Iowa Hamilton County,Hurricane,1
Iowa Hamilton County,Severe Ice Storm,1
Iowa Hamilton County,Severe Storm(s),8
Iowa Hamilton County,Tornado,1
Iowa Hancock County,Biological,2
Iowa Hancock County,Flood,10
Iowa Hancock County,Hurricane,1
Iowa Hancock County,Severe Ice Storm,1
Iowa Hancock County,Severe Storm(s),4
Iowa Hancock County,Snow,1
Iowa Hardin County,Biological,2
Iowa Hardin County,Flood,11
Iowa Hardin County,Hurricane,1
Iowa Hardin County,Severe Ice Storm,1
Iowa Hardin County,Severe Storm(s),8
Iowa Harrison County,Biological,2
Iowa Harrison County,Flood,14
Iowa Harrison County,Hurricane,1
Iowa Harrison County,Severe Storm(s),7
Iowa Harrison County,Snow,1
Iowa Henry County,Biological,2
Iowa Henry County,Flood,11
Iowa Henry County,Hurricane,1
Iowa Henry County,Severe Storm(s),7
Iowa Howard County,Biological,2
Iowa Howard County,Flood,13
Iowa Howard County,Hurricane,1
Iowa Howard County,Severe Storm(s),10
Iowa Howard County,Tornado,1
Iowa Humboldt County,Biological,2
Iowa Humboldt County,Flood,11
Iowa Humboldt County,Hurricane,1
Iowa Humboldt County,Severe Ice Storm,1
Iowa Humboldt County,Severe Storm(s),8
Iowa Humboldt County,Snow,1
Iowa Humboldt County,Tornado,1
Iowa Ida County,Biological,2
Iowa Ida County,Flood,11
Iowa Ida County,Hurricane,1
Iowa Ida County,Severe Ice Storm,1
Iowa Ida County,Severe Storm(s),9
Iowa Ida County,Snow,1
Iowa Iowa County,Biological,2
Iowa Iowa County,Flood,14
Iowa Iowa County,Hurricane,1
Iowa Iowa County,Severe Ice Storm,1
Iowa Iowa County,Severe Storm(s),8
Iowa Iowa County,Snow,1
Iowa Jackson County,Biological,2
Iowa Jackson County,Flood,12
Iowa Jackson County,Hurricane,1
Iowa Jackson County,Severe Storm(s),8
Iowa Jasper County,Biological,2
Iowa Jasper County,Flood,11
Iowa Jasper County,Hurricane,1
Iowa Jasper County,Severe Storm(s),7
Iowa Jasper County,Snow,1
Iowa Jefferson County,Biological,2
Iowa Jefferson County,Flood,11
Iowa Jefferson County,Hurricane,1
Iowa Jefferson County,Severe Ice Storm,1
Iowa Jefferson County,Severe Storm(s),2
Iowa Johnson County,Biological,2
Iowa Johnson County,Flood,17
Iowa Johnson County,Hurricane,1
Iowa Johnson County,Severe Ice Storm,1
Iowa Johnson County,Severe Storm(s),7
Iowa Johnson County,Tornado,1
Iowa Jones County,Biological,2
Iowa Jones County,Flood,13
Iowa Jones County,Hurricane,1
Iowa Jones County,Severe Ice Storm,1
Iowa Jones County,Severe Storm(s),10
Iowa Keokuk County,Biological,2
Iowa Keokuk County,Flood,13
Iowa Keokuk County,Hurricane,1
Iowa Keokuk County,Severe Ice Storm,1
Iowa Keokuk County,Severe Storm(s),7
Iowa Kossuth County,Biological,2
Iowa Kossuth County,Flood,12
Iowa Kossuth County,Hurricane,1
Iowa Kossuth County,Severe Ice Storm,1
Iowa Kossuth County,Severe Storm(s),5
Iowa Kossuth County,Snow,1
Iowa Kossuth County,Tornado,1
Iowa Lee County,Biological,2
Iowa Lee County,Flood,13
Iowa Lee County,Hurricane,1
Iowa Lee County,Severe Storm(s),10
Iowa Linn County,Biological,2
Iowa Linn County,Flood,16
Iowa Linn County,Hurricane,1
Iowa Linn County,Severe Ice Storm,1
Iowa Linn County,Severe Storm(s),8
Iowa Louisa County,Biological,2
Iowa Louisa County,Flood,16
Iowa Louisa County,Hurricane,1
Iowa Louisa County,Severe Storm(s),6
Iowa Lucas County,Biological,2
Iowa Lucas County,Flood,11
Iowa Lucas County,Hurricane,1
Iowa Lucas County,Severe Ice Storm,1
Iowa Lucas County,Severe Storm(s),5
Iowa Lyon County,Biological,2
Iowa Lyon County,Drought,1
Iowa Lyon County,Flood,11
Iowa Lyon County,Hurricane,1
Iowa Lyon County,Severe Storm(s),5
Iowa Madison County,Biological,2
Iowa Madison County,Flood,13
Iowa Madison County,Hurricane,1
Iowa Madison County,Severe Ice Storm,2
Iowa Madison County,Severe Storm(s),5
Iowa Madison County,Snow,1
Iowa Madison County,Tornado,1
Iowa Mahaska County,Biological,2
Iowa Mahaska County,Flood,12
Iowa Mahaska County,Hurricane,1
Iowa Mahaska County,Severe Ice Storm,1
Iowa Mahaska County,Severe Storm(s),8
Iowa Mahaska County,Snow,1
Iowa Marion County,Biological,2
Iowa Marion County,Flood,14
Iowa Marion County,Hurricane,1
Iowa Marion County,Severe Ice Storm,1
Iowa Marion County,Severe Storm(s),5
Iowa Marion County,Snow,1
Iowa Marshall County,Biological,2
Iowa Marshall County,Flood,14
Iowa Marshall County,Hurricane,1
Iowa Marshall County,Severe Storm(s),7
Iowa Mills County,Biological,2
Iowa Mills County,Flood,12
Iowa Mills County,Hurricane,1
Iowa Mills County,Severe Ice Storm,1
Iowa Mills County,Severe Storm(s),7
Iowa Mills County,Snow,1
Iowa Mitchell County,Biological,2
Iowa Mitchell County,Flood,11
Iowa Mitchell County,Hurricane,1
Iowa Mitchell County,Severe Ice Storm,1
Iowa Mitchell County,Severe Storm(s),8
Iowa Monona County,Biological,2
Iowa Monona County,Flood,12
Iowa Monona County,Hurricane,1
Iowa Monona County,Severe Storm(s),7
Iowa Monona County,Snow,1
Iowa Monroe County,Biological,2
Iowa Monroe County,Flood,12
Iowa Monroe County,Hurricane,1
Iowa Monroe County,Severe Ice Storm,1
Iowa Monroe County,Severe Storm(s),5
Iowa Montgomery County,Biological,2
Iowa Montgomery County,Flood,11
Iowa Montgomery County,Hurricane,1
Iowa Montgomery County,Severe Ice Storm,2
Iowa Montgomery County,Severe Storm(s),8
Iowa Muscatine County,Biological,2
Iowa Muscatine County,Flood,15
Iowa Muscatine County,Hurricane,1
Iowa Muscatine County,Severe Storm(s),7
Iowa O'Brien County,Biological,2
Iowa O'Brien County,Flood,9
Iowa O'Brien County,Hurricane,1
Iowa O'Brien County,Severe Ice Storm,1
Iowa O'Brien County,Severe Storm(s),5
Iowa O'Brien County,Snow,1
Iowa Osceola County,Biological,2
Iowa Osceola County,Flood,11
