state_county,incidentType,fyDeclared,size
Texas Jack County,Severe Storm(s),2015,1
Texas Jack County,Tornado,1953,1
Texas Jack County,Tornado,1958,1
Texas Jackson County,Biological,2020,2
Texas Jackson County,Drought,1993,1
Texas Jackson County,Fire,1988,1
Texas Jackson County,Fire,1993,3
Texas Jackson County,Fire,1994,1
Texas Jackson County,Fire,1996,54
Texas Jackson County,Fire,1998,31
Texas Jackson County,Fire,1999,1
Texas Jackson County,Fire,2006,1
Texas Jackson County,Fire,2009,2
Texas Jackson County,Flood,1953,1
Texas Jackson County,Flood,1954,1
Texas Jackson County,Flood,1959,1
Texas Jackson County,Flood,1995,1
Texas Jackson County,Flood,1999,1
Texas Jackson County,Hurricane,1957,1
Texas Jackson County,Hurricane,1961,1
Texas Jackson County,Hurricane,1963,1
Texas Jackson County,Hurricane,1967,1
Texas Jackson County,Hurricane,2003,1
Texas Jackson County,Hurricane,2005,4
Texas Jackson County,Hurricane,2007,1
Texas Jackson County,Hurricane,2008,2
Texas Jackson County,Hurricane,2017,1
Texas Jackson County,Hurricane,2020,2
Texas Jackson County,Other,2003,1
Texas Jackson County,Severe Ice Storm,2021,2
Texas Jackson County,Severe Storm(s),1960,1
Texas Jackson County,Severe Storm(s),1991,1
Texas Jackson County,Severe Storm(s),1998,2
Texas Jackson County,Tornado,1953,1
Texas Jackson County,Tornado,1958,1
Texas Jasper County,Biological,2020,2
Texas Jasper County,Coastal Storm,2001,1
Texas Jasper County,Fire,1988,1
Texas Jasper County,Fire,1993,3
Texas Jasper County,Fire,1994,1
Texas Jasper County,Fire,1996,55
Texas Jasper County,Fire,1998,31
Texas Jasper County,Fire,1999,1
Texas Jasper County,Fire,2006,1
Texas Jasper County,Fire,2008,1
Texas Jasper County,Fire,2009,2
Texas Jasper County,Fire,2011,2
Texas Jasper County,Flood,1953,1
Texas Jasper County,Flood,1954,1
Texas Jasper County,Flood,1959,1
Texas Jasper County,Flood,1973,1
Texas Jasper County,Flood,1989,1
Texas Jasper County,Flood,1995,1
Texas Jasper County,Flood,2016,2
Texas Jasper County,Hurricane,1957,1
Texas Jasper County,Hurricane,1961,1
Texas Jasper County,Hurricane,1963,1
Texas Jasper County,Hurricane,2005,4
Texas Jasper County,Hurricane,2008,3
Texas Jasper County,Hurricane,2017,1
Texas Jasper County,Hurricane,2020,1
Texas Jasper County,Hurricane,2021,1
Texas Jasper County,Severe Ice Storm,2021,2
Texas Jasper County,Severe Storm(s),1960,1
Texas Jasper County,Severe Storm(s),1989,1
Texas Jasper County,Severe Storm(s),1998,2
Texas Jasper County,Severe Storm(s),2003,1
Texas Jasper County,Severe Storm(s),2015,1
Texas Jasper County,Severe Storm(s),2016,1
Texas Jasper County,Tornado,1953,1
Texas Jasper County,Tornado,1958,1
Texas Jeff Davis County,Biological,2020,2
Texas Jeff Davis County,Fire,1988,1
Texas Jeff Davis County,Fire,1993,3
Texas Jeff Davis County,Fire,1994,1
Texas Jeff Davis County,Fire,1996,54
Texas Jeff Davis County,Fire,1998,31
Texas Jeff Davis County,Fire,1999,1
Texas Jeff Davis County,Fire,2006,1
Texas Jeff Davis County,Fire,2008,3
Texas Jeff Davis County,Fire,2009,2
Texas Jeff Davis County,Fire,2011,3
Texas Jeff Davis County,Fire,2012,1
Texas Jeff Davis County,Fire,2018,1
Texas Jeff Davis County,Flood,1953,1
Texas Jeff Davis County,Flood,1954,1
Texas Jeff Davis County,Flood,1959,1
Texas Jeff Davis County,Hurricane,1957,1
Texas Jeff Davis County,Hurricane,1961,1
Texas Jeff Davis County,Hurricane,1963,1
Texas Jeff Davis County,Hurricane,2005,4
Texas Jeff Davis County,Severe Ice Storm,2021,2
Texas Jeff Davis County,Severe Storm(s),1960,1
Texas Jeff Davis County,Severe Storm(s),1998,2
Texas Jeff Davis County,Tornado,1953,1
Texas Jeff Davis County,Tornado,1958,1
Texas Jefferson County,Biological,2020,2
Texas Jefferson County,Coastal Storm,2001,1
Texas Jefferson County,Fire,1988,1
Texas Jefferson County,Fire,1993,3
Texas Jefferson County,Fire,1994,1
Texas Jefferson County,Fire,1996,54
Texas Jefferson County,Fire,1998,31
Texas Jefferson County,Fire,1999,1
Texas Jefferson County,Fire,2006,1
Texas Jefferson County,Fire,2009,2
Texas Jefferson County,Fire,2011,1
Texas Jefferson County,Flood,1953,1
Texas Jefferson County,Flood,1954,1
Texas Jefferson County,Flood,1959,1
Texas Jefferson County,Flood,1973,1
Texas Jefferson County,Flood,1979,1
Texas Jefferson County,Flood,1980,1
Texas Jefferson County,Flood,1989,1
Texas Jefferson County,Flood,1995,1
Texas Jefferson County,Flood,1999,1
Texas Jefferson County,Flood,2020,1
Texas Jefferson County,Hurricane,1957,1
Texas Jefferson County,Hurricane,1961,1
Texas Jefferson County,Hurricane,1963,1
Texas Jefferson County,Hurricane,2005,4
Texas Jefferson County,Hurricane,2008,3
Texas Jefferson County,Hurricane,2017,1
Texas Jefferson County,Hurricane,2020,1
Texas Jefferson County,Hurricane,2021,1
Texas Jefferson County,Other,2003,1
Texas Jefferson County,Severe Ice Storm,2021,2
Texas Jefferson County,Severe Storm(s),1960,1
Texas Jefferson County,Severe Storm(s),1979,1
Texas Jefferson County,Severe Storm(s),1989,1
Texas Jefferson County,Severe Storm(s),1998,3
Texas Jefferson County,Severe Storm(s),2003,1
Texas Jefferson County,Tornado,1953,1
Texas Jefferson County,Tornado,1958,1
Texas Jim Hogg County,Biological,2020,2
Texas Jim Hogg County,Fire,1988,1
Texas Jim Hogg County,Fire,1993,3
Texas Jim Hogg County,Fire,1994,1
Texas Jim Hogg County,Fire,1996,54
Texas Jim Hogg County,Fire,1998,31
Texas Jim Hogg County,Fire,2006,1
Texas Jim Hogg County,Fire,2008,2
Texas Jim Hogg County,Fire,2009,2
Texas Jim Hogg County,Fire,2011,1
Texas Jim Hogg County,Flood,1953,1
Texas Jim Hogg County,Flood,1954,1
Texas Jim Hogg County,Flood,1959,1
Texas Jim Hogg County,Flood,1971,1
Texas Jim Hogg County,Hurricane,1957,1
Texas Jim Hogg County,Hurricane,1961,1
Texas Jim Hogg County,Hurricane,1963,1
Texas Jim Hogg County,Hurricane,1967,1
Texas Jim Hogg County,Hurricane,1980,1
Texas Jim Hogg County,Hurricane,1999,1
Texas Jim Hogg County,Hurricane,2005,4
Texas Jim Hogg County,Hurricane,2008,3
Texas Jim Hogg County,Hurricane,2010,2
Texas Jim Hogg County,Hurricane,2020,1
Texas Jim Hogg County,Severe Ice Storm,2021,2
Texas Jim Hogg County,Severe Storm(s),1960,1
Texas Jim Hogg County,Severe Storm(s),1998,2
Texas Jim Hogg County,Severe Storm(s),2007,1
Texas Jim Hogg County,Tornado,1953,1
Texas Jim Hogg County,Tornado,1958,1
Texas Jim Wells County,Biological,2020,2
Texas Jim Wells County,Coastal Storm,2002,1
Texas Jim Wells County,Drought,1993,1
Texas Jim Wells County,Fire,1988,1
Texas Jim Wells County,Fire,1993,3
Texas Jim Wells County,Fire,1994,1
Texas Jim Wells County,Fire,1996,54
Texas Jim Wells County,Fire,1998,31
Texas Jim Wells County,Fire,2006,1
Texas Jim Wells County,Fire,2008,1
Texas Jim Wells County,Fire,2009,2
Texas Jim Wells County,Flood,1953,1
Texas Jim Wells County,Flood,1954,1
Texas Jim Wells County,Flood,1959,1
Texas Jim Wells County,Flood,1971,1
Texas Jim Wells County,Flood,1999,1
Texas Jim Wells County,Flood,2002,1
Texas Jim Wells County,Flood,2018,1
Texas Jim Wells County,Hurricane,1957,1
Texas Jim Wells County,Hurricane,1961,1
Texas Jim Wells County,Hurricane,1963,1
Texas Jim Wells County,Hurricane,1967,1
Texas Jim Wells County,Hurricane,1970,1
Texas Jim Wells County,Hurricane,1980,1
Texas Jim Wells County,Hurricane,1999,1
Texas Jim Wells County,Hurricane,2005,4
Texas Jim Wells County,Hurricane,2007,1
Texas Jim Wells County,Hurricane,2008,3
Texas Jim Wells County,Hurricane,2010,2
Texas Jim Wells County,Hurricane,2017,1
Texas Jim Wells County,Hurricane,2020,1
Texas Jim Wells County,Severe Ice Storm,2021,2
Texas Jim Wells County,Severe Storm(s),1960,1
Texas Jim Wells County,Severe Storm(s),1998,2
Texas Jim Wells County,Severe Storm(s),2003,1
Texas Jim Wells County,Severe Storm(s),2015,1
Texas Jim Wells County,Tornado,1953,1
Texas Jim Wells County,Tornado,1958,1
Texas Johnson County,Biological,2020,2
Texas Johnson County,Drought,1993,1
Texas Johnson County,Fire,1988,1
Texas Johnson County,Fire,1993,3
Texas Johnson County,Fire,1994,1
Texas Johnson County,Fire,1996,54
Texas Johnson County,Fire,1998,31
Texas Johnson County,Fire,1999,1
Texas Johnson County,Fire,2001,1
Texas Johnson County,Fire,2006,2
Texas Johnson County,Fire,2008,1
Texas Johnson County,Fire,2009,2
Texas Johnson County,Flood,1953,1
Texas Johnson County,Flood,1954,1
Texas Johnson County,Flood,1959,1
Texas Johnson County,Flood,1992,1
Texas Johnson County,Hurricane,1957,1
Texas Johnson County,Hurricane,1961,1
Texas Johnson County,Hurricane,1963,1
Texas Johnson County,Hurricane,2005,4
Texas Johnson County,Other,2003,1
Texas Johnson County,Severe Ice Storm,2021,2
Texas Johnson County,Severe Storm(s),1960,1
Texas Johnson County,Severe Storm(s),1989,1
Texas Johnson County,Severe Storm(s),1990,1
Texas Johnson County,Severe Storm(s),1998,2
Texas Johnson County,Severe Storm(s),2015,1
Texas Johnson County,Tornado,1953,1
Texas Johnson County,Tornado,1958,1
Texas Jones County,Biological,2020,2
Texas Jones County,Drought,1993,1
Texas Jones County,Fire,1988,1
Texas Jones County,Fire,1993,3
Texas Jones County,Fire,1994,1
Texas Jones County,Fire,1996,54
Texas Jones County,Fire,1998,31
Texas Jones County,Fire,1999,1
Texas Jones County,Fire,2006,1
Texas Jones County,Fire,2008,1
Texas Jones County,Fire,2009,2
Texas Jones County,Fire,2011,1
Texas Jones County,Fire,2018,1
Texas Jones County,Flood,1953,1
Texas Jones County,Flood,1954,1
Texas Jones County,Flood,1959,1
Texas Jones County,Flood,1992,1
Texas Jones County,Flood,2002,1
Texas Jones County,Flood,2016,1
Texas Jones County,Flood,2019,1
Texas Jones County,Hurricane,1957,1
Texas Jones County,Hurricane,1961,1
Texas Jones County,Hurricane,1963,1
Texas Jones County,Hurricane,2005,4
Texas Jones County,Severe Ice Storm,2021,2
Texas Jones County,Severe Storm(s),1960,1
Texas Jones County,Severe Storm(s),1990,1
Texas Jones County,Severe Storm(s),1998,2
Texas Jones County,Severe Storm(s),2007,1
Texas Jones County,Severe Storm(s),2008,1
Texas Jones County,Severe Storm(s),2015,1
Texas Jones County,Severe Storm(s),2016,1
Texas Jones County,Tornado,1953,1
Texas Jones County,Tornado,1958,1
Texas Karnes County,Biological,2020,2
Texas Karnes County,Drought,1993,1
Texas Karnes County,Fire,1988,1
Texas Karnes County,Fire,1993,3
Texas Karnes County,Fire,1994,1
Texas Karnes County,Fire,1996,54
Texas Karnes County,Fire,1998,31
Texas Karnes County,Fire,2006,1
Texas Karnes County,Fire,2008,1
Texas Karnes County,Fire,2009,2
Texas Karnes County,Flood,1953,1
Texas Karnes County,Flood,1954,1
Texas Karnes County,Flood,1959,1
Texas Karnes County,Flood,1999,1
Texas Karnes County,Flood,2002,1
Texas Karnes County,Hurricane,1957,1
Texas Karnes County,Hurricane,1961,1
Texas Karnes County,Hurricane,1963,1
Texas Karnes County,Hurricane,1967,1
Texas Karnes County,Hurricane,2003,1
Texas Karnes County,Hurricane,2005,4
Texas Karnes County,Hurricane,2017,1
Texas Karnes County,Severe Ice Storm,2021,2
Texas Karnes County,Severe Storm(s),1960,1
Texas Karnes County,Severe Storm(s),1998,2
Texas Karnes County,Tornado,1953,1
Texas Karnes County,Tornado,1958,1
Texas Kaufman County,Biological,2020,2
Texas Kaufman County,Drought,1993,1
Texas Kaufman County,Fire,1988,1
Texas Kaufman County,Fire,1993,3
Texas Kaufman County,Fire,1994,1
Texas Kaufman County,Fire,1996,54
Texas Kaufman County,Fire,1998,31
Texas Kaufman County,Fire,1999,1
Texas Kaufman County,Fire,2006,1
Texas Kaufman County,Fire,2008,1
Texas Kaufman County,Fire,2009,2
Texas Kaufman County,Flood,1953,1
Texas Kaufman County,Flood,1954,1
Texas Kaufman County,Flood,1959,1
Texas Kaufman County,Hurricane,1957,1
Texas Kaufman County,Hurricane,1961,1
Texas Kaufman County,Hurricane,1963,1
Texas Kaufman County,Hurricane,2005,4
Texas Kaufman County,Hurricane,2008,1
Texas Kaufman County,Other,2003,1
Texas Kaufman County,Severe Ice Storm,2021,2
Texas Kaufman County,Severe Storm(s),1960,1
Texas Kaufman County,Severe Storm(s),1989,1
Texas Kaufman County,Severe Storm(s),1990,1
Texas Kaufman County,Severe Storm(s),1998,2
Texas Kaufman County,Severe Storm(s),2007,1
Texas Kaufman County,Severe Storm(s),2015,1
Texas Kaufman County,Severe Storm(s),2016,1
Texas Kaufman County,Tornado,1953,1
Texas Kaufman County,Tornado,1958,1
Texas Kendall County,Biological,2020,2
Texas Kendall County,Drought,1993,1
Texas Kendall County,Fire,1988,1
Texas Kendall County,Fire,1993,3
Texas Kendall County,Fire,1994,1
Texas Kendall County,Fire,1996,54
Texas Kendall County,Fire,1998,31
Texas Kendall County,Fire,1999,1
Texas Kendall County,Fire,2000,1
Texas Kendall County,Fire,2006,1
Texas Kendall County,Fire,2008,1
Texas Kendall County,Fire,2009,2
Texas Kendall County,Fire,2011,1
Texas Kendall County,Flood,1953,1
Texas Kendall County,Flood,1954,1
Texas Kendall County,Flood,1959,1
Texas Kendall County,Flood,1978,1
Texas Kendall County,Flood,1997,1
Texas Kendall County,Flood,1999,1
Texas Kendall County,Flood,2002,1
Texas Kendall County,Hurricane,1957,1
Texas Kendall County,Hurricane,1961,1
Texas Kendall County,Hurricane,1963,1
Texas Kendall County,Hurricane,2005,4
Texas Kendall County,Severe Ice Storm,2021,2
Texas Kendall County,Severe Storm(s),1960,1
Texas Kendall County,Severe Storm(s),1998,2
Texas Kendall County,Severe Storm(s),2008,1
Texas Kendall County,Severe Storm(s),2015,1
Texas Kendall County,Tornado,1953,1
Texas Kendall County,Tornado,1958,1
Texas Kenedy County,Biological,2020,2
Texas Kenedy County,Fire,1988,1
Texas Kenedy County,Fire,1993,3
Texas Kenedy County,Fire,1994,1
Texas Kenedy County,Fire,1996,54
Texas Kenedy County,Fire,1998,31
Texas Kenedy County,Fire,2006,1
Texas Kenedy County,Fire,2008,1
Texas Kenedy County,Fire,2009,2
Texas Kenedy County,Flood,1953,1
Texas Kenedy County,Flood,1954,1
Texas Kenedy County,Flood,1959,1
Texas Kenedy County,Hurricane,1957,1
Texas Kenedy County,Hurricane,1961,1
Texas Kenedy County,Hurricane,1963,1
Texas Kenedy County,Hurricane,1967,1
Texas Kenedy County,Hurricane,1980,1
Texas Kenedy County,Hurricane,1999,1
Texas Kenedy County,Hurricane,2005,4
Texas Kenedy County,Hurricane,2007,1
Texas Kenedy County,Hurricane,2008,3
Texas Kenedy County,Hurricane,2010,1
Texas Kenedy County,Hurricane,2020,2
Texas Kenedy County,Severe Ice Storm,2021,2
Texas Kenedy County,Severe Storm(s),1960,1
Texas Kenedy County,Severe Storm(s),1998,2
Texas Kenedy County,Tornado,1953,1
Texas Kenedy County,Tornado,1958,1
Texas Kent County,Biological,2020,2
Texas Kent County,Drought,1993,1
Texas Kent County,Fire,1988,1
Texas Kent County,Fire,1993,3
Texas Kent County,Fire,1994,1
Texas Kent County,Fire,1996,54
Texas Kent County,Fire,1998,31
Texas Kent County,Fire,1999,1
Texas Kent County,Fire,2006,1
Texas Kent County,Fire,2008,1
Texas Kent County,Fire,2009,2
Texas Kent County,Fire,2011,2
Texas Kent County,Flood,1953,1
Texas Kent County,Flood,1954,1
Texas Kent County,Flood,1959,1
Texas Kent County,Hurricane,1957,1
Texas Kent County,Hurricane,1961,1
Texas Kent County,Hurricane,1963,1
Texas Kent County,Hurricane,2005,4
Texas Kent County,Severe Ice Storm,2021,2
Texas Kent County,Severe Storm(s),1960,1
Texas Kent County,Severe Storm(s),1998,2
Texas Kent County,Severe Storm(s),2016,1
Texas Kent County,Tornado,1953,1
Texas Kent County,Tornado,1958,1
Texas Kerr County,Biological,2020,2
Texas Kerr County,Drought,1993,1
Texas Kerr County,Fire,1988,1
Texas Kerr County,Fire,1993,3
Texas Kerr County,Fire,1994,1
Texas Kerr County,Fire,1996,54
Texas Kerr County,Fire,1998,31
Texas Kerr County,Fire,1999,1
Texas Kerr County,Fire,2000,1
Texas Kerr County,Fire,2006,1
Texas Kerr County,Fire,2008,1
Texas Kerr County,Fire,2009,2
Texas Kerr County,Flood,1953,1
Texas Kerr County,Flood,1954,1
Texas Kerr County,Flood,1959,1
Texas Kerr County,Flood,1978,1
Texas Kerr County,Flood,1992,1
Texas Kerr County,Flood,1997,1
Texas Kerr County,Flood,2002,1
Texas Kerr County,Hurricane,1957,1
Texas Kerr County,Hurricane,1961,1
Texas Kerr County,Hurricane,1963,1
Texas Kerr County,Hurricane,2005,4
Texas Kerr County,Severe Ice Storm,2021,2
Texas Kerr County,Severe Storm(s),1960,1
Texas Kerr County,Severe Storm(s),1998,2
Texas Kerr County,Tornado,1953,1
Texas Kerr County,Tornado,1958,1
Texas Kimble County,Biological,2020,2
Texas Kimble County,Drought,1993,1
Texas Kimble County,Fire,1988,1
Texas Kimble County,Fire,1993,3
Texas Kimble County,Fire,1994,1
Texas Kimble County,Fire,1996,54
Texas Kimble County,Fire,1998,31
Texas Kimble County,Fire,1999,1
Texas Kimble County,Fire,2006,1
Texas Kimble County,Fire,2008,1
Texas Kimble County,Fire,2009,2
Texas Kimble County,Fire,2011,3
Texas Kimble County,Flood,1953,1
Texas Kimble County,Flood,1954,1
Texas Kimble County,Flood,1959,1
Texas Kimble County,Flood,1997,1
Texas Kimble County,Flood,2019,1
Texas Kimble County,Hurricane,1957,1
Texas Kimble County,Hurricane,1961,1
Texas Kimble County,Hurricane,1963,1
Texas Kimble County,Hurricane,2005,4
Texas Kimble County,Severe Ice Storm,2021,2
Texas Kimble County,Severe Storm(s),1960,1
Texas Kimble County,Severe Storm(s),1998,2
Texas Kimble County,Tornado,1953,1
Texas Kimble County,Tornado,1958,1
Texas King County,Biological,2020,2
Texas King County,Drought,1993,1
Texas King County,Fire,1988,1
Texas King County,Fire,1993,3
Texas King County,Fire,1994,1
Texas King County,Fire,1996,55
Texas King County,Fire,1998,31
Texas King County,Fire,1999,1
Texas King County,Fire,2006,1
Texas King County,Fire,2008,2
Texas King County,Fire,2009,2
Texas King County,Fire,2011,2
Texas King County,Flood,1953,1
Texas King County,Flood,1954,1
Texas King County,Flood,1959,1
Texas King County,Hurricane,1957,1
Texas King County,Hurricane,1961,1
Texas King County,Hurricane,1963,1
Texas King County,Hurricane,2005,4
Texas King County,Severe Ice Storm,2021,2
Texas King County,Severe Storm(s),1960,1
Texas King County,Severe Storm(s),1998,2
Texas King County,Severe Storm(s),2016,1
Texas King County,Tornado,1953,1
Texas King County,Tornado,1958,1
Texas Kinney County,Biological,2020,2
Texas Kinney County,Drought,1993,1
Texas Kinney County,Fire,1988,1
Texas Kinney County,Fire,1993,3
Texas Kinney County,Fire,1994,1
