state_county,incidentType,fyDeclared,size
Michigan Kent County,Snow,1978,1
Michigan Kent County,Snow,1999,1
Michigan Kent County,Snow,2001,1
Michigan Kent County,Tornado,1953,2
Michigan Kent County,Tornado,1956,1
Michigan Kent County,Tornado,1965,1
Michigan Keweenaw County,Biological,2020,2
Michigan Keweenaw County,Flood,2013,1
Michigan Keweenaw County,Hurricane,2005,1
Michigan Keweenaw County,Snow,1978,1
Michigan Keweenaw County,Tornado,1953,2
Michigan Keweenaw County,Tornado,1956,1
Michigan Lake County,Biological,2020,2
Michigan Lake County,Drought,1977,1
Michigan Lake County,Flood,1985,1
Michigan Lake County,Flood,1986,1
Michigan Lake County,Hurricane,2005,1
Michigan Lake County,Severe Storm(s),2008,1
Michigan Lake County,Snow,1978,1
Michigan Lake County,Tornado,1953,2
Michigan Lake County,Tornado,1956,1
Michigan Lapeer County,Biological,2020,2
Michigan Lapeer County,Flood,1975,1
Michigan Lapeer County,Flood,1985,1
Michigan Lapeer County,Flood,1986,1
Michigan Lapeer County,Hurricane,2005,1
Michigan Lapeer County,Other,2003,1
Michigan Lapeer County,Severe Storm(s),1976,1
Michigan Lapeer County,Severe Storm(s),1996,1
Michigan Lapeer County,Snow,1978,1
Michigan Lapeer County,Snow,2001,1
Michigan Lapeer County,Tornado,1953,2
Michigan Lapeer County,Tornado,1956,1
Michigan Leelanau County,Biological,2020,2
Michigan Leelanau County,Drought,1977,1
Michigan Leelanau County,Hurricane,2005,1
Michigan Leelanau County,Snow,1978,1
Michigan Leelanau County,Tornado,1953,2
Michigan Leelanau County,Tornado,1956,1
Michigan Lenawee County,Biological,2020,2
Michigan Lenawee County,Hurricane,2005,1
Michigan Lenawee County,Snow,1978,1
Michigan Lenawee County,Snow,1999,1
Michigan Lenawee County,Tornado,1953,2
Michigan Lenawee County,Tornado,1956,1
Michigan Lenawee County,Tornado,1965,1
Michigan Livingston County,Biological,2020,2
Michigan Livingston County,Flood,1975,1
Michigan Livingston County,Hurricane,2005,1
Michigan Livingston County,Other,2003,1
Michigan Livingston County,Severe Storm(s),2004,1
Michigan Livingston County,Snow,1978,1
Michigan Livingston County,Snow,2001,1
Michigan Livingston County,Tornado,1953,2
Michigan Livingston County,Tornado,1956,1
Michigan Luce County,Biological,2020,2
Michigan Luce County,Drought,1977,1
Michigan Luce County,Hurricane,2005,1
Michigan Luce County,Snow,1978,1
Michigan Luce County,Tornado,1953,2
Michigan Luce County,Tornado,1956,1
Michigan Mackinac County,Biological,2020,2
Michigan Mackinac County,Drought,1977,1
Michigan Mackinac County,Freezing,1994,1
Michigan Mackinac County,Hurricane,2005,1
Michigan Mackinac County,Snow,1978,1
Michigan Mackinac County,Tornado,1953,2
Michigan Mackinac County,Tornado,1956,1
Michigan Macomb County,Biological,2020,2
Michigan Macomb County,Flood,1973,2
Michigan Macomb County,Flood,1975,1
Michigan Macomb County,Flood,1986,1
Michigan Macomb County,Flood,2014,1
Michigan Macomb County,Hurricane,2005,1
Michigan Macomb County,Other,2003,1
Michigan Macomb County,Severe Storm(s),1976,1
Michigan Macomb County,Severe Storm(s),1997,1
Michigan Macomb County,Severe Storm(s),1998,1
Michigan Macomb County,Severe Storm(s),2004,1
Michigan Macomb County,Severe Storm(s),2021,1
Michigan Macomb County,Snow,1978,1
Michigan Macomb County,Snow,1999,1
Michigan Macomb County,Snow,2001,1
Michigan Macomb County,Tornado,1953,2
Michigan Macomb County,Tornado,1956,1
Michigan Manistee County,Biological,2020,2
Michigan Manistee County,Drought,1977,1
Michigan Manistee County,Flood,1986,1
Michigan Manistee County,Hurricane,2005,1
Michigan Manistee County,Severe Storm(s),2008,1
Michigan Manistee County,Snow,1978,1
Michigan Manistee County,Tornado,1953,2
Michigan Manistee County,Tornado,1956,1
Michigan Marquette County,Biological,2020,2
Michigan Marquette County,Drought,1977,1
Michigan Marquette County,Fire,1999,1
Michigan Marquette County,Flood,2002,1
Michigan Marquette County,Flood,2013,1
Michigan Marquette County,Freezing,1994,1
Michigan Marquette County,Hurricane,2005,1
Michigan Marquette County,Snow,1978,1
Michigan Marquette County,Snow,1999,1
Michigan Marquette County,Tornado,1953,2
Michigan Marquette County,Tornado,1956,1
Michigan Mason County,Biological,2020,2
Michigan Mason County,Drought,1977,1
Michigan Mason County,Flood,1985,1
Michigan Mason County,Flood,1986,1
Michigan Mason County,Hurricane,2005,1
Michigan Mason County,Severe Storm(s),1998,1
Michigan Mason County,Severe Storm(s),2008,1
Michigan Mason County,Snow,1978,1
Michigan Mason County,Tornado,1953,2
Michigan Mason County,Tornado,1956,1
Michigan Mecosta County,Biological,2020,2
Michigan Mecosta County,Drought,1977,1
Michigan Mecosta County,Flood,1975,1
Michigan Mecosta County,Flood,1985,1
Michigan Mecosta County,Flood,1986,1
Michigan Mecosta County,Hurricane,2005,1
Michigan Mecosta County,Severe Storm(s),1976,1
Michigan Mecosta County,Severe Storm(s),2004,1
Michigan Mecosta County,Snow,1978,1
Michigan Mecosta County,Snow,1999,1
Michigan Mecosta County,Snow,2001,1
Michigan Mecosta County,Tornado,1953,2
Michigan Mecosta County,Tornado,1956,1
Michigan Menominee County,Biological,2020,2
Michigan Menominee County,Drought,1977,1
Michigan Menominee County,Flood,1973,1
Michigan Menominee County,Flood,2018,1
Michigan Menominee County,Hurricane,2005,1
Michigan Menominee County,Snow,1978,1
Michigan Menominee County,Tornado,1953,2
Michigan Menominee County,Tornado,1956,1
Michigan Midland County,Biological,2020,2
Michigan Midland County,Dam/Levee Break,2020,2
Michigan Midland County,Flood,1975,1
Michigan Midland County,Flood,1985,1
Michigan Midland County,Flood,1986,1
Michigan Midland County,Flood,2013,1
Michigan Midland County,Hurricane,2005,1
Michigan Midland County,Severe Storm(s),1976,1
Michigan Midland County,Severe Storm(s),1996,1
Michigan Midland County,Severe Storm(s),2017,1
Michigan Midland County,Snow,1978,1
Michigan Midland County,Snow,2001,1
Michigan Midland County,Tornado,1953,2
Michigan Midland County,Tornado,1956,1
Michigan Missaukee County,Biological,2020,2
Michigan Missaukee County,Drought,1977,1
Michigan Missaukee County,Hurricane,2005,1
Michigan Missaukee County,Severe Storm(s),2008,1
Michigan Missaukee County,Snow,1978,1
Michigan Missaukee County,Tornado,1953,2
Michigan Missaukee County,Tornado,1956,1
Michigan Monroe County,Biological,2020,2
Michigan Monroe County,Flood,1973,2
Michigan Monroe County,Flood,1982,1
Michigan Monroe County,Hurricane,2005,1
Michigan Monroe County,Other,2003,1
Michigan Monroe County,Snow,1978,1
Michigan Monroe County,Snow,1999,1
Michigan Monroe County,Tornado,1953,2
Michigan Monroe County,Tornado,1956,1
Michigan Monroe County,Tornado,1965,1
Michigan Montcalm County,Biological,2020,2
Michigan Montcalm County,Flood,1975,1
Michigan Montcalm County,Flood,1985,1
Michigan Montcalm County,Flood,1986,1
Michigan Montcalm County,Hurricane,2005,1
Michigan Montcalm County,Severe Storm(s),1976,1
Michigan Montcalm County,Severe Storm(s),1998,1
Michigan Montcalm County,Snow,1978,1
Michigan Montcalm County,Snow,2001,1
Michigan Montcalm County,Tornado,1953,2
Michigan Montcalm County,Tornado,1956,1
Michigan Montcalm County,Tornado,1965,1
Michigan Montmorency County,Biological,2020,2
Michigan Montmorency County,Drought,1977,1
Michigan Montmorency County,Hurricane,2005,1
Michigan Montmorency County,Snow,1978,1
Michigan Montmorency County,Snow,1999,1
Michigan Montmorency County,Tornado,1953,2
Michigan Montmorency County,Tornado,1956,1
Michigan Muskegon County,Biological,2020,2
Michigan Muskegon County,Flood,1975,1
Michigan Muskegon County,Flood,1985,1
Michigan Muskegon County,Flood,1986,1
Michigan Muskegon County,Flood,2013,1
Michigan Muskegon County,Hurricane,2005,1
Michigan Muskegon County,Severe Storm(s),1976,1
Michigan Muskegon County,Severe Storm(s),1998,1
Michigan Muskegon County,Severe Storm(s),2004,1
Michigan Muskegon County,Snow,1978,1
Michigan Muskegon County,Snow,1999,1
Michigan Muskegon County,Snow,2001,1
Michigan Muskegon County,Tornado,1953,2
Michigan Muskegon County,Tornado,1956,1
Michigan Newaygo County,Biological,2020,2
Michigan Newaygo County,Flood,1975,1
Michigan Newaygo County,Flood,1985,1
Michigan Newaygo County,Flood,1986,1
Michigan Newaygo County,Flood,2013,1
Michigan Newaygo County,Hurricane,2005,1
Michigan Newaygo County,Severe Storm(s),1976,1
Michigan Newaygo County,Severe Storm(s),1998,1
Michigan Newaygo County,Severe Storm(s),2004,1
Michigan Newaygo County,Snow,1978,1
Michigan Newaygo County,Snow,1999,1
Michigan Newaygo County,Tornado,1953,2
Michigan Newaygo County,Tornado,1956,1
Michigan Oakland County,Biological,2020,2
Michigan Oakland County,Flood,1975,1
Michigan Oakland County,Flood,2014,1
Michigan Oakland County,Hurricane,2005,1
Michigan Oakland County,Other,2003,1
Michigan Oakland County,Severe Storm(s),1976,1
Michigan Oakland County,Severe Storm(s),1997,1
Michigan Oakland County,Severe Storm(s),2001,1
Michigan Oakland County,Severe Storm(s),2004,1
Michigan Oakland County,Severe Storm(s),2021,1
Michigan Oakland County,Snow,1978,1
Michigan Oakland County,Snow,1999,1
Michigan Oakland County,Snow,2001,1
Michigan Oakland County,Tornado,1953,2
Michigan Oakland County,Tornado,1956,1
Michigan Oceana County,Biological,2020,2
Michigan Oceana County,Drought,1977,1
Michigan Oceana County,Flood,1975,1
Michigan Oceana County,Flood,1985,1
Michigan Oceana County,Flood,1986,1
Michigan Oceana County,Hurricane,2005,1
Michigan Oceana County,Severe Storm(s),1976,1
Michigan Oceana County,Severe Storm(s),1998,1
Michigan Oceana County,Snow,1977,1
Michigan Oceana County,Snow,1978,1
Michigan Oceana County,Snow,1999,1
Michigan Oceana County,Tornado,1953,2
Michigan Oceana County,Tornado,1956,1
Michigan Ogemaw County,Biological,2020,2
Michigan Ogemaw County,Drought,1977,1
Michigan Ogemaw County,Hurricane,2005,1
Michigan Ogemaw County,Snow,1978,1
Michigan Ogemaw County,Snow,1999,1
Michigan Ogemaw County,Tornado,1953,2
Michigan Ogemaw County,Tornado,1956,1
Michigan Ontonagon County,Biological,2020,2
Michigan Ontonagon County,Drought,1977,1
Michigan Ontonagon County,Flood,2002,1
Michigan Ontonagon County,Flood,2013,1
Michigan Ontonagon County,Freezing,1994,1
Michigan Ontonagon County,Hurricane,2005,1
Michigan Ontonagon County,Snow,1978,1
Michigan Ontonagon County,Tornado,1953,2
Michigan Ontonagon County,Tornado,1956,1
Michigan Osceola County,Biological,2020,2
Michigan Osceola County,Drought,1977,1
Michigan Osceola County,Flood,1975,1
Michigan Osceola County,Flood,1985,1
Michigan Osceola County,Flood,1986,1
Michigan Osceola County,Flood,2013,1
Michigan Osceola County,Hurricane,2005,1
Michigan Osceola County,Severe Storm(s),1976,1
Michigan Osceola County,Severe Storm(s),2008,1
Michigan Osceola County,Snow,1978,1
Michigan Osceola County,Snow,1999,1
Michigan Osceola County,Snow,2001,1
Michigan Osceola County,Tornado,1953,2
Michigan Osceola County,Tornado,1956,1
Michigan Oscoda County,Biological,2020,2
Michigan Oscoda County,Drought,1977,1
Michigan Oscoda County,Hurricane,2005,1
Michigan Oscoda County,Snow,1978,1
Michigan Oscoda County,Snow,1999,1
Michigan Oscoda County,Tornado,1953,2
Michigan Oscoda County,Tornado,1956,1
Michigan Otsego County,Biological,2020,2
Michigan Otsego County,Drought,1977,1
Michigan Otsego County,Hurricane,2005,1
Michigan Otsego County,Snow,1978,1
Michigan Otsego County,Snow,1999,1
Michigan Otsego County,Tornado,1953,2
Michigan Otsego County,Tornado,1956,1
Michigan Ottawa County,Biological,2020,2
Michigan Ottawa County,Flood,1975,1
Michigan Ottawa County,Flood,1980,1
Michigan Ottawa County,Flood,1986,1
Michigan Ottawa County,Flood,2013,1
Michigan Ottawa County,Hurricane,2005,1
Michigan Ottawa County,Severe Storm(s),1976,1
Michigan Ottawa County,Severe Storm(s),1998,1
Michigan Ottawa County,Severe Storm(s),2004,1
Michigan Ottawa County,Severe Storm(s),2008,1
Michigan Ottawa County,Snow,1977,1
Michigan Ottawa County,Snow,1978,1
Michigan Ottawa County,Snow,1999,1
Michigan Ottawa County,Snow,2001,1
Michigan Ottawa County,Tornado,1953,2
Michigan Ottawa County,Tornado,1956,1
Michigan Ottawa County,Tornado,1965,1
Michigan Presque Isle County,Biological,2020,2
Michigan Presque Isle County,Drought,1977,1
Michigan Presque Isle County,Hurricane,2005,1
Michigan Presque Isle County,Snow,1978,1
Michigan Presque Isle County,Tornado,1953,2
Michigan Presque Isle County,Tornado,1956,1
Michigan Roscommon County,Biological,2020,2
Michigan Roscommon County,Drought,1977,1
Michigan Roscommon County,Hurricane,2005,1
Michigan Roscommon County,Severe Storm(s),1976,1
Michigan Roscommon County,Snow,1978,1
Michigan Roscommon County,Tornado,1953,2
Michigan Roscommon County,Tornado,1956,1
Michigan Saginaw County,Biological,2020,2
Michigan Saginaw County,Dam/Levee Break,2020,1
Michigan Saginaw County,Flood,1973,1
Michigan Saginaw County,Flood,1975,1
Michigan Saginaw County,Flood,1985,1
Michigan Saginaw County,Flood,1986,1
Michigan Saginaw County,Flood,2013,1
Michigan Saginaw County,Hurricane,2005,1
Michigan Saginaw County,Severe Storm(s),1976,1
Michigan Saginaw County,Severe Storm(s),1996,1
Michigan Saginaw County,Severe Storm(s),1997,1
Michigan Saginaw County,Severe Storm(s),1998,1
Michigan Saginaw County,Severe Storm(s),2004,1
Michigan Saginaw County,Severe Storm(s),2008,1
Michigan Saginaw County,Snow,1978,1
Michigan Saginaw County,Snow,2001,1
Michigan Saginaw County,Tornado,1953,2
Michigan Saginaw County,Tornado,1956,1
Michigan Sanilac County,Biological,2020,2
Michigan Sanilac County,Flood,1973,1
Michigan Sanilac County,Flood,1985,1
Michigan Sanilac County,Flood,1986,1
Michigan Sanilac County,Hurricane,2005,1
Michigan Sanilac County,Severe Storm(s),1976,1
Michigan Sanilac County,Severe Storm(s),1996,1
Michigan Sanilac County,Severe Storm(s),2004,1
Michigan Sanilac County,Snow,1977,1
Michigan Sanilac County,Snow,1978,1
Michigan Sanilac County,Snow,2001,1
Michigan Sanilac County,Tornado,1953,2
Michigan Sanilac County,Tornado,1956,1
Michigan Schoolcraft County,Biological,2020,2
Michigan Schoolcraft County,Drought,1977,1
Michigan Schoolcraft County,Freezing,1994,1
Michigan Schoolcraft County,Hurricane,2005,1
Michigan Schoolcraft County,Snow,1978,1
Michigan Schoolcraft County,Tornado,1953,2
Michigan Schoolcraft County,Tornado,1956,1
Michigan Shiawassee County,Biological,2020,2
Michigan Shiawassee County,Flood,1975,2
Michigan Shiawassee County,Flood,1985,1
Michigan Shiawassee County,Flood,1986,1
Michigan Shiawassee County,Hurricane,2005,1
Michigan Shiawassee County,Severe Storm(s),1976,1
Michigan Shiawassee County,Severe Storm(s),1998,1
Michigan Shiawassee County,Severe Storm(s),2004,1
Michigan Shiawassee County,Snow,1977,1
Michigan Shiawassee County,Snow,1978,1
Michigan Shiawassee County,Snow,2001,1
Michigan Shiawassee County,Tornado,1953,2
Michigan Shiawassee County,Tornado,1956,1
Michigan Shiawassee County,Tornado,1965,1
Michigan St. Clair County,Biological,2020,2
Michigan St. Clair County,Flood,1973,2
Michigan St. Clair County,Flood,1975,1
Michigan St. Clair County,Hurricane,2005,1
Michigan St. Clair County,Other,2003,1
Michigan St. Clair County,Severe Storm(s),1976,1
Michigan St. Clair County,Severe Storm(s),1996,1
Michigan St. Clair County,Severe Storm(s),2004,1
Michigan St. Clair County,Snow,1978,1
Michigan St. Clair County,Snow,2001,1
Michigan St. Clair County,Tornado,1953,2
Michigan St. Clair County,Tornado,1956,1
Michigan St. Joseph County,Biological,2020,2
Michigan St. Joseph County,Flood,1980,1
Michigan St. Joseph County,Hurricane,2005,1
Michigan St. Joseph County,Severe Storm(s),2004,1
Michigan St. Joseph County,Snow,1978,1
Michigan St. Joseph County,Snow,1999,1
Michigan St. Joseph County,Snow,2001,1
Michigan St. Joseph County,Tornado,1953,2
Michigan St. Joseph County,Tornado,1956,1
Michigan Tuscola County,Biological,2020,2
Michigan Tuscola County,Flood,1973,2
Michigan Tuscola County,Flood,1985,1
Michigan Tuscola County,Flood,1986,1
Michigan Tuscola County,Hurricane,2005,1
Michigan Tuscola County,Severe Storm(s),1976,1
Michigan Tuscola County,Severe Storm(s),1996,1
Michigan Tuscola County,Snow,1978,1
Michigan Tuscola County,Snow,2001,1
Michigan Tuscola County,Tornado,1953,2
Michigan Tuscola County,Tornado,1956,1
Michigan Van Buren County,Biological,2020,2
Michigan Van Buren County,Flood,1973,1
Michigan Van Buren County,Flood,1975,1
Michigan Van Buren County,Flood,1980,1
Michigan Van Buren County,Flood,1986,1
Michigan Van Buren County,Hurricane,2005,1
Michigan Van Buren County,Severe Storm(s),2004,1
Michigan Van Buren County,Snow,1977,1
Michigan Van Buren County,Snow,1978,1
Michigan Van Buren County,Snow,1999,1
Michigan Van Buren County,Snow,2001,1
Michigan Van Buren County,Tornado,1953,2
Michigan Van Buren County,Tornado,1956,1
Michigan Van Buren County,Tornado,1980,1
Michigan Washtenaw County,Biological,2020,2
Michigan Washtenaw County,Flood,1980,1
Michigan Washtenaw County,Hurricane,2005,1
Michigan Washtenaw County,Other,2003,1
Michigan Washtenaw County,Severe Storm(s),2004,1
Michigan Washtenaw County,Severe Storm(s),2021,1
Michigan Washtenaw County,Snow,1978,1
Michigan Washtenaw County,Snow,1999,1
Michigan Washtenaw County,Snow,2001,1
Michigan Washtenaw County,Tornado,1953,2
Michigan Washtenaw County,Tornado,1956,1
Michigan Washtenaw County,Tornado,1965,1
Michigan Wayne County,Biological,2020,2
Michigan Wayne County,Flood,1973,2
Michigan Wayne County,Flood,1980,1
Michigan Wayne County,Flood,2014,1
Michigan Wayne County,Hurricane,2005,1
Michigan Wayne County,Other,2003,1
Michigan Wayne County,Severe Storm(s),1976,1
Michigan Wayne County,Severe Storm(s),1997,1
Michigan Wayne County,Severe Storm(s),1998,1
Michigan Wayne County,Severe Storm(s),2001,1
Michigan Wayne County,Severe Storm(s),2004,1
Michigan Wayne County,Severe Storm(s),2021,1
Michigan Wayne County,Snow,1978,1
Michigan Wayne County,Snow,1999,1
Michigan Wayne County,Tornado,1953,2
Michigan Wayne County,Tornado,1956,1
Michigan Wexford County,Biological,2020,2
Michigan Wexford County,Drought,1977,1
Michigan Wexford County,Hurricane,2005,1
Michigan Wexford County,Severe Storm(s),2008,1
Michigan Wexford County,Snow,1978,1
Michigan Wexford County,Tornado,1953,2
Michigan Wexford County,Tornado,1956,1
Minnesota Aitkin County,Biological,2020,2
Minnesota Aitkin County,Drought,1976,1
Minnesota Aitkin County,Fire,1976,6
Minnesota Aitkin County,Fire,1977,1
Minnesota Aitkin County,Flood,1957,1
Minnesota Aitkin County,Flood,1965,1
Minnesota Aitkin County,Flood,1966,1
Minnesota Aitkin County,Flood,1969,1
Minnesota Aitkin County,Flood,1972,1
Minnesota Aitkin County,Flood,1975,1
Minnesota Aitkin County,Flood,1979,1
Minnesota Aitkin County,Flood,1996,1
Minnesota Aitkin County,Flood,1997,1
Minnesota Aitkin County,Flood,2001,1
Minnesota Aitkin County,Flood,2018,1
Minnesota Aitkin County,Hurricane,2005,1
Minnesota Aitkin County,Severe Storm(s),1993,1
Minnesota Aitkin County,Severe Storm(s),1995,1
Minnesota Aitkin County,Severe Storm(s),1999,1
Minnesota Aitkin County,Severe Storm(s),2012,1
Minnesota Aitkin County,Severe Storm(s),2022,2
Minnesota Anoka County,Biological,2020,2
Minnesota Anoka County,Drought,1976,1
Minnesota Anoka County,Fire,1976,6
Minnesota Anoka County,Fire,1977,1
Minnesota Anoka County,Fire,2001,1
Minnesota Anoka County,Flood,1957,1
Minnesota Anoka County,Flood,1965,1
Minnesota Anoka County,Flood,1969,1
Minnesota Anoka County,Flood,1997,1
Minnesota Anoka County,Flood,2001,1
Minnesota Anoka County,Hurricane,2005,1
Minnesota Anoka County,Severe Storm(s),1987,1
Minnesota Anoka County,Severe Storm(s),1997,1
Minnesota Anoka County,Severe Storm(s),2011,1
Minnesota Anoka County,Tornado,1998,1
Minnesota Becker County,Biological,2020,2
Minnesota Becker County,Drought,1976,1
Minnesota Becker County,Fire,1976,6
Minnesota Becker County,Fire,1977,1
Minnesota Becker County,Flood,1957,1
Minnesota Becker County,Flood,1966,1
Minnesota Becker County,Flood,1969,1
Minnesota Becker County,Flood,1974,1
Minnesota Becker County,Flood,1978,1
Minnesota Becker County,Flood,1997,1
Minnesota Becker County,Flood,2001,1
Minnesota Becker County,Flood,2006,1
Minnesota Becker County,Flood,2011,1
Minnesota Becker County,Hurricane,2005,1
Minnesota Becker County,Severe Storm(s),1975,1
Minnesota Becker County,Severe Storm(s),1993,1
Minnesota Becker County,Severe Storm(s),1995,1
Minnesota Becker County,Severe Storm(s),1997,1
Minnesota Becker County,Severe Storm(s),2000,1
Minnesota Becker County,Severe Storm(s),2002,1
Minnesota Becker County,Severe Storm(s),2009,1
Minnesota Beltrami County,Biological,2020,2
Minnesota Beltrami County,Drought,1976,1
Minnesota Beltrami County,Fire,1976,6
Minnesota Beltrami County,Fire,1977,1
Minnesota Beltrami County,Flood,1957,1
Minnesota Beltrami County,Flood,1966,1
Minnesota Beltrami County,Flood,1969,1
Minnesota Beltrami County,Flood,1970,1
Minnesota Beltrami County,Flood,1996,1
Minnesota Beltrami County,Flood,1997,1
Minnesota Beltrami County,Flood,2001,1
Minnesota Beltrami County,Flood,2011,1
Minnesota Beltrami County,Flood,2014,1
Minnesota Beltrami County,Flood,2018,1
Minnesota Beltrami County,Flood,2022,1
Minnesota Beltrami County,Hurricane,2005,1
Minnesota Beltrami County,Severe Storm(s),1975,1
Minnesota Beltrami County,Severe Storm(s),1987,1
Minnesota Beltrami County,Severe Storm(s),1995,1
Minnesota Beltrami County,Severe Storm(s),1997,1
Minnesota Beltrami County,Severe Storm(s),1999,1
Minnesota Beltrami County,Severe Storm(s),2002,1
Minnesota Beltrami County,Severe Storm(s),2009,1
Minnesota Benton County,Biological,2020,2
Minnesota Benton County,Drought,1976,1
Minnesota Benton County,Fire,1976,6
Minnesota Benton County,Fire,1977,1
Minnesota Benton County,Flood,1957,1
Minnesota Benton County,Flood,1965,1
Minnesota Benton County,Flood,1966,1
Minnesota Benton County,Flood,1969,1
Minnesota Benton County,Flood,1972,1
Minnesota Benton County,Flood,1997,1
Minnesota Benton County,Flood,2001,1
Minnesota Benton County,Hurricane,2005,1
Minnesota Benton County,Severe Storm(s),1978,1
Minnesota Benton County,Severe Storm(s),1997,1
Minnesota Benton County,Severe Storm(s),2013,1
Minnesota Big Stone County,Biological,2020,2
Minnesota Big Stone County,Drought,1976,1
Minnesota Big Stone County,Fire,1976,6
Minnesota Big Stone County,Fire,1977,1
Minnesota Big Stone County,Flood,1957,1
Minnesota Big Stone County,Flood,1969,1
Minnesota Big Stone County,Flood,1996,1
Minnesota Big Stone County,Flood,1997,1
Minnesota Big Stone County,Flood,2001,1
Minnesota Big Stone County,Flood,2010,2
Minnesota Big Stone County,Flood,2011,1
Minnesota Big Stone County,Flood,2019,1
Minnesota Big Stone County,Hurricane,2005,1
Minnesota Big Stone County,Severe Storm(s),1993,1
Minnesota Big Stone County,Severe Storm(s),1997,1
Minnesota Big Stone County,Severe Storm(s),2006,1
Minnesota Big Stone County,Severe Storm(s),2013,1
Minnesota Big Stone County,Severe Storm(s),2022,2
Minnesota Big Stone County,Snow,1996,1
Minnesota Blue Earth County,Biological,2020,2
Minnesota Blue Earth County,Drought,1976,1
Minnesota Blue Earth County,Fire,1976,6
Minnesota Blue Earth County,Fire,1977,1
Minnesota Blue Earth County,Flood,1957,1
Minnesota Blue Earth County,Flood,1965,1
Minnesota Blue Earth County,Flood,1968,1
Minnesota Blue Earth County,Flood,1969,1
Minnesota Blue Earth County,Flood,1996,1
Minnesota Blue Earth County,Flood,1997,1
Minnesota Blue Earth County,Flood,2010,2
Minnesota Blue Earth County,Flood,2011,1
Minnesota Blue Earth County,Flood,2014,1
Minnesota Blue Earth County,Flood,2017,1
Minnesota Blue Earth County,Flood,2018,1
Minnesota Blue Earth County,Flood,2019,1
Minnesota Blue Earth County,Hurricane,2005,1
Minnesota Blue Earth County,Severe Ice Storm,1992,1
Minnesota Blue Earth County,Severe Storm(s),1993,1
Minnesota Blue Earth County,Severe Storm(s),1997,1
Minnesota Blue Earth County,Severe Storm(s),2011,1
Minnesota Blue Earth County,Tornado,1998,2
Minnesota Blue Earth County,Tornado,2010,1
Minnesota Brown County,Biological,2020,2
Minnesota Brown County,Drought,1976,1
Minnesota Brown County,Fire,1976,6
Minnesota Brown County,Fire,1977,1
Minnesota Brown County,Flood,1957,1
Minnesota Brown County,Flood,1965,1
Minnesota Brown County,Flood,1969,1
Minnesota Brown County,Flood,1997,1
Minnesota Brown County,Flood,2001,1
Minnesota Brown County,Flood,2010,2
Minnesota Brown County,Flood,2011,1
Minnesota Brown County,Flood,2014,1
Minnesota Brown County,Flood,2018,1
Minnesota Brown County,Flood,2019,1
Minnesota Brown County,Hurricane,2005,1
Minnesota Brown County,Severe Storm(s),1993,1
Minnesota Brown County,Severe Storm(s),1997,1
Minnesota Brown County,Severe Storm(s),2011,1
Minnesota Brown County,Tornado,1998,1
Minnesota Brown County,Tornado,2010,1
Minnesota Carlton County,Biological,2020,2
Minnesota Carlton County,Drought,1976,1
Minnesota Carlton County,Fire,1976,6
Minnesota Carlton County,Fire,1977,1
Minnesota Carlton County,Flood,1957,1
Minnesota Carlton County,Flood,1972,2
Minnesota Carlton County,Flood,2001,1
Minnesota Carlton County,Flood,2018,1
Minnesota Carlton County,Hurricane,2005,1
Minnesota Carlton County,Severe Storm(s),2012,1
Minnesota Carver County,Biological,2020,2
Minnesota Carver County,Drought,1976,1
Minnesota Carver County,Fire,1976,6
Minnesota Carver County,Fire,1977,1
Minnesota Carver County,Flood,1957,1
Minnesota Carver County,Flood,1965,1
Minnesota Carver County,Flood,1969,1
Minnesota Carver County,Flood,1997,1
Minnesota Carver County,Flood,2001,1
Minnesota Carver County,Flood,2010,2
Minnesota Carver County,Flood,2011,1
Minnesota Carver County,Flood,2014,1
Minnesota Carver County,Hurricane,2005,1
Minnesota Carver County,Severe Storm(s),1987,1
Minnesota Carver County,Severe Storm(s),1993,1
Minnesota Carver County,Severe Storm(s),2011,1
Minnesota Carver County,Tornado,1998,1
Minnesota Cass County,Biological,2020,2
Minnesota Cass County,Drought,1976,1
Minnesota Cass County,Fire,1976,6
Minnesota Cass County,Fire,1977,1
Minnesota Cass County,Flood,1957,1
Minnesota Cass County,Flood,1965,1
Minnesota Cass County,Flood,1966,1
Minnesota Cass County,Flood,1997,1
Minnesota Cass County,Flood,2018,1
Minnesota Cass County,Hurricane,2005,1
Minnesota Cass County,Severe Storm(s),1995,1
Minnesota Cass County,Severe Storm(s),1999,1
Minnesota Cass County,Severe Storm(s),2012,1
Minnesota Cass County,Severe Storm(s),2022,2
Minnesota Chippewa County,Biological,2020,2
Minnesota Chippewa County,Drought,1976,1
Minnesota Chippewa County,Fire,1976,6
Minnesota Chippewa County,Fire,1977,1
Minnesota Chippewa County,Flood,1957,1
Minnesota Chippewa County,Flood,1965,1
Minnesota Chippewa County,Flood,1969,1
Minnesota Chippewa County,Flood,1997,1
Minnesota Chippewa County,Flood,2001,1
Minnesota Chippewa County,Flood,2010,2
Minnesota Chippewa County,Flood,2011,1
Minnesota Chippewa County,Flood,2014,1
Minnesota Chippewa County,Flood,2019,1
Minnesota Chippewa County,Hurricane,2005,1
Minnesota Chippewa County,Severe Storm(s),1992,1
Minnesota Chippewa County,Severe Storm(s),1993,1
Minnesota Chippewa County,Severe Storm(s),1997,1
Minnesota Chippewa County,Severe Storm(s),2000,1
Minnesota Chippewa County,Severe Storm(s),2009,1
